TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
Vehicle,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,1,49,179,42617,1542621470192,0.9391304347826087,1111111000011111111111111111111111111111111111111111111111111100011111111111111111111111111111111111111111111111111,0.819672131147541,1111111111111111111111101110111111111111111111111111000000000,1.0,111111,0,0,6,1,0.8333333333333334,111111111111111111111111111111111111111111111111111110111111111111111100000000000001,0.65625,0101110100100101111111110111011011011011111011111011011001010010,1.0,111111111111111111111111111111,1.0,111111111111111111111111111111,0.7868852459016393,1111111111101110111111101110111111111111111111111111000000000
